User_Id,Location,Age,Age Group,Place_Id,Place_Ratings,Place_Name,Category,City,Price,Rating,Time_Minutes,travel_distance
248,"Bogor,Jawa Barat",29,20-30,162,2,Kampung Wisata Dipowinatan,Budaya,Yogyakarta,220000,4.5,,436
284,"Depok,Jawa Barat",29,20-30,94,2,Sumur Gumuling,Taman Hiburan,Yogyakarta,7000,4.5,,423
248,"Bogor,Jawa Barat",29,20-30,134,5,Desa Wisata Gamplong,Taman Hiburan,Yogyakarta,10000,4.4,60,422
51,"Bogor,Jawa Barat",29,20-30,33,3,Taman Suropati,Taman Hiburan,Jakarta,0,4.6,,45
142,"Bekasi,Jawa Barat",29,20-30,376,1,Semarang Chinatown,Budaya,Semarang,30000,4.5,30,388
142,"Bekasi,Jawa Barat",29,20-30,353,4,Taman Srigunting,Taman Hiburan,Semarang,0,4.7,,388
248,"Bogor,Jawa Barat",29,20-30,191,5,Pantai Drini,Bahari,Yogyakarta,10000,4.5,,470
142,"Bekasi,Jawa Barat",29,20-30,406,1,Kebun Bibit Wonorejo,Cagar Alam,Surabaya,0,4.4,30,651
173,"Bogor,Jawa Barat",29,20-30,231,4,The Great Asia Africa,Taman Hiburan,Bandung,50000,4.4,180,112
81,"Bandung,Jawa Barat",29,20-30,135,3,Kawasan Wisata Sosrowijayan,Pusat Perbelanjaan,Yogyakarta,0,4.0,,318
81,"Bandung,Jawa Barat",29,20-30,238,2,Gunung Manglayang,Cagar Alam,Bandung,7500,4.5,,14
142,"Bekasi,Jawa Barat",29,20-30,55,5,Klenteng Jin De Yuan,Tempat Ibadah,Jakarta,0,4.5,,24
51,"Bogor,Jawa Barat",29,20-30,45,2,Jakarta Aquarium dan Safari,Taman Hiburan,Jakarta,185000,4.6,,46
284,"Depok,Jawa Barat",29,20-30,59,1,Museum Sumpah Pemuda,Budaya,Jakarta,2000,4.7,,25
248,"Bogor,Jawa Barat",29,20-30,413,5,Museum TNI AL Loka Jala Crana,Budaya,Surabaya,2000,4.5,,676
284,"Depok,Jawa Barat",29,20-30,436,1,Taman Flora Bratang Surabaya,Taman Hiburan,Surabaya,0,4.6,,666
248,"Bogor,Jawa Barat",29,20-30,384,1,Kampung Tematik Jawi,Budaya,Semarang,0,4.5,90,417
284,"Depok,Jawa Barat",29,20-30,166,2,Kebun Teh Nglinggo,Cagar Alam,Yogyakarta,6000,4.5,,394
81,"Bandung,Jawa Barat",29,20-30,120,1,Bukit Panguk Kediwung,Budaya,Yogyakarta,250000,4.5,90,332
284,"Depok,Jawa Barat",29,20-30,219,2,Tebing Karaton,Cagar Alam,Bandung,15000,4.5,,107
51,"Bogor,Jawa Barat",29,20-30,289,2,Curug Aseupan,Cagar Alam,Bandung,10000,4.7,,108
142,"Bekasi,Jawa Barat",29,20-30,434,3,Taman Bungkul,Taman Hiburan,Surabaya,0,4.6,,646
51,"Bogor,Jawa Barat",29,20-30,330,1,Bandros City Tour,Budaya,Bandung,40000,4.4,,116
173,"Bogor,Jawa Barat",29,20-30,133,1,Puncak Kebun Buah Mangunan,Taman Hiburan,Yogyakarta,5000,4.6,90,446
142,"Bekasi,Jawa Barat",29,20-30,256,2,Wisata Batu Kuda,Cagar Alam,Bandung,10000,4.4,,109
51,"Bogor,Jawa Barat",29,20-30,160,3,Pasar Kebon Empring Bintaran,Pusat Perbelanjaan,Yogyakarta,0,4.4,,446
81,"Bandung,Jawa Barat",29,20-30,243,2,Kampung Korea Bandung,Budaya,Bandung,15000,4.1,,2
173,"Bogor,Jawa Barat",29,20-30,434,1,Taman Bungkul,Taman Hiburan,Surabaya,0,4.6,,680
51,"Bogor,Jawa Barat",29,20-30,276,4,Taman Jomblo,Taman Hiburan,Bandung,10000,4.1,30,115
248,"Bogor,Jawa Barat",29,20-30,17,3,Museum Fatahillah,Budaya,Jakarta,5000,4.4,,50
81,"Bandung,Jawa Barat",29,20-30,181,1,Pantai Sundak,Bahari,Yogyakarta,5000,4.5,,357
81,"Bandung,Jawa Barat",29,20-30,115,3,Monumen Sanapati,Budaya,Yogyakarta,15000,4.3,,319
284,"Depok,Jawa Barat",29,20-30,134,4,Desa Wisata Gamplong,Taman Hiburan,Yogyakarta,10000,4.4,60,411
142,"Bekasi,Jawa Barat",29,20-30,7,3,Kebun Binatang Ragunan,Cagar Alam,Jakarta,4000,4.5,,19
284,"Depok,Jawa Barat",29,20-30,410,1,Ciputra Waterpark,Taman Hiburan,Surabaya,95000,4.3,90,652
51,"Bogor,Jawa Barat",29,20-30,144,1,Goa Jomblang,Cagar Alam,Yogyakarta,500000,4.6,,472
142,"Bekasi,Jawa Barat",29,20-30,429,4,House of Sampoerna,Budaya,Surabaya,0,4.6,30,644
173,"Bogor,Jawa Barat",29,20-30,402,5,Food Junction Grand Pakuwon,Pusat Perbelanjaan,Surabaya,0,4.5,120,670
173,"Bogor,Jawa Barat",29,20-30,193,4,Candi Sewu,Budaya,Yogyakarta,50000,4.6,,446
51,"Bogor,Jawa Barat",29,20-30,107,2,Bangsal Pagelaran,Budaya,Yogyakarta,5000,4.6,,435
248,"Bogor,Jawa Barat",29,20-30,265,4,Museum Mandala Wangsit Siliwangi,Budaya,Bandung,0,4.4,60,116
51,"Bogor,Jawa Barat",29,20-30,323,2,Kebun Tanaman Obat Sari Alam,Cagar Alam,Bandung,0,4.9,90,6
142,"Bekasi,Jawa Barat",29,20-30,58,5,Taman Ayodya,Taman Hiburan,Jakarta,0,4.4,45,21
173,"Bogor,Jawa Barat",29,20-30,320,1,Pemandian Air Panas Cimanggu,Cagar Alam,Bandung,23000,3.9,60,107
248,"Bogor,Jawa Barat",29,20-30,165,1,Green Village Gedangsari,Taman Hiburan,Yogyakarta,2000,4.2,60,462
248,"Bogor,Jawa Barat",29,20-30,419,3,Monumen Tugu Pahlawan,Budaya,Surabaya,0,4.7,30,679
248,"Bogor,Jawa Barat",29,20-30,436,5,Taman Flora Bratang Surabaya,Taman Hiburan,Surabaya,0,4.6,,682
51,"Bogor,Jawa Barat",29,20-30,388,3,Watu Gunung Ungaran,Cagar Alam,Semarang,25000,4.4,,420
284,"Depok,Jawa Barat",29,20-30,265,3,Museum Mandala Wangsit Siliwangi,Budaya,Bandung,0,4.4,60,107
142,"Bekasi,Jawa Barat",29,20-30,46,3,Pulau Semak Daun,Bahari,Jakarta,40000,4.0,,76
284,"Depok,Jawa Barat",29,20-30,437,1,Gereja Perawan Maria Tak Berdosa Surabaya,Tempat Ibadah,Surabaya,10000,4.8,,663
142,"Bekasi,Jawa Barat",29,20-30,179,2,Candi Ratu Boko,Budaya,Yogyakarta,75000,4.6,90,421
51,"Bogor,Jawa Barat",29,20-30,315,3,Curug Luhur Waterfall,Cagar Alam,Bandung,5000,4.2,,123
173,"Bogor,Jawa Barat",29,20-30,279,3,Masjid Agung Trans Studio Bandung,Tempat Ibadah,Bandung,0,4.8,,119
284,"Depok,Jawa Barat",29,20-30,78,5,Hutan Kota Srengseng,Taman Hiburan,Jakarta,1000,4.3,,22
173,"Bogor,Jawa Barat",29,20-30,234,1,Amazing Art World,Budaya,Bandung,75000,4.5,45,112
51,"Bogor,Jawa Barat",29,20-30,73,5,Museum Perangko,Budaya,Jakarta,5000,4.4,,41
51,"Bogor,Jawa Barat",29,20-30,357,5,Wisata Alam Wana Wisata Penggaron,Cagar Alam,Semarang,10000,4.1,45,423
248,"Bogor,Jawa Barat",29,20-30,350,4,Pantai Cipta,Bahari,Semarang,5000,4.0,90,420
142,"Bekasi,Jawa Barat",29,20-30,154,3,Pantai Ngrawe (Mesra),Bahari,Yogyakarta,10000,4.5,,445
51,"Bogor,Jawa Barat",29,20-30,149,4,Goa Cerme,Cagar Alam,Yogyakarta,3000,4.4,90,443
51,"Bogor,Jawa Barat",29,20-30,141,4,Bunker Kaliadem Merapi,Cagar Alam,Yogyakarta,3000,4.5,45,437
142,"Bekasi,Jawa Barat",29,20-30,205,2,Desa Wisata Tembi,Taman Hiburan,Yogyakarta,50000,4.5,,412
248,"Bogor,Jawa Barat",29,20-30,331,4,Kyotoku Floating Market,Budaya,Bandung,175000,4.5,150,113
142,"Bekasi,Jawa Barat",29,20-30,401,3,Taman Keputran,Taman Hiburan,Surabaya,0,4.3,,646
173,"Bogor,Jawa Barat",29,20-30,225,3,Orchid Forest Cikole,Taman Hiburan,Bandung,50000,4.6,150,114
173,"Bogor,Jawa Barat",29,20-30,98,1,Taman Pelangi Yogyakarta,Taman Hiburan,Yogyakarta,15000,4.3,60,434
173,"Bogor,Jawa Barat",29,20-30,424,3,Pantai Ria Kenjeran,Bahari,Surabaya,15000,4.2,45,686
248,"Bogor,Jawa Barat",29,20-30,359,5,Taman Bunga Celosia,Cagar Alam,Semarang,25000,4.3,90,417
173,"Bogor,Jawa Barat",29,20-30,318,4,Situ Patenggang,Cagar Alam,Bandung,20000,4.5,,106
142,"Bekasi,Jawa Barat",29,20-30,221,5,Museum Geologi Bandung,Budaya,Bandung,2000,4.6,,99
142,"Bekasi,Jawa Barat",29,20-30,353,3,Taman Srigunting,Taman Hiburan,Semarang,0,4.7,,388
173,"Bogor,Jawa Barat",29,20-30,333,5,Kota Mini,Taman Hiburan,Bandung,20000,4.4,,113
142,"Bekasi,Jawa Barat",29,20-30,282,4,Curug Cilengkrang,Cagar Alam,Bandung,7500,4.0,60,107
142,"Bekasi,Jawa Barat",29,20-30,143,3,Seribu Batu Songgo Langit,Cagar Alam,Yogyakarta,2000,4.6,90,423
248,"Bogor,Jawa Barat",29,20-30,350,2,Pantai Cipta,Bahari,Semarang,5000,4.0,90,420
81,"Bandung,Jawa Barat",29,20-30,437,3,Gereja Perawan Maria Tak Berdosa Surabaya,Tempat Ibadah,Surabaya,10000,4.8,,566
51,"Bogor,Jawa Barat",29,20-30,342,5,Taman Kasmaran,Taman Hiburan,Semarang,3000,4.5,90,420
248,"Bogor,Jawa Barat",29,20-30,274,4,Babakan Siliwangi City Forest Path Bandung,Cagar Alam,Bandung,0,4.6,,115
248,"Bogor,Jawa Barat",29,20-30,107,5,Bangsal Pagelaran,Budaya,Yogyakarta,5000,4.6,,435
142,"Bekasi,Jawa Barat",29,20-30,114,4,The Lost World Castle,Taman Hiburan,Yogyakarta,30000,4.3,,410
248,"Bogor,Jawa Barat",29,20-30,302,5,Masjid Pusdai,Tempat Ibadah,Bandung,0,4.7,,117
51,"Bogor,Jawa Barat",29,20-30,46,2,Pulau Semak Daun,Bahari,Jakarta,40000,4.0,,92
248,"Bogor,Jawa Barat",29,20-30,346,5,Indonesia Kaya Park,Taman Hiburan,Semarang,0,4.6,45,421
173,"Bogor,Jawa Barat",29,20-30,212,1,Jalan Braga,Budaya,Bandung,0,4.7,,115
51,"Bogor,Jawa Barat",29,20-30,344,5,Pantai Marina,Bahari,Semarang,3000,4.1,,418
248,"Bogor,Jawa Barat",29,20-30,410,3,Ciputra Waterpark,Taman Hiburan,Surabaya,95000,4.3,90,668
51,"Bogor,Jawa Barat",29,20-30,433,5,Museum Mpu Tantular,Budaya,Surabaya,2000,4.4,45,679
248,"Bogor,Jawa Barat",29,20-30,427,1,Patung Buddha Empat Rupa,Budaya,Surabaya,0,4.3,,686
142,"Bekasi,Jawa Barat",29,20-30,381,1,Tugu Muda Semarang,Budaya,Semarang,0,4.7,,387
248,"Bogor,Jawa Barat",29,20-30,39,5,Museum Macan (Modern and Contemporary Art in Nusantara),Budaya,Jakarta,100000,4.5,120,43
142,"Bekasi,Jawa Barat",29,20-30,329,2,Bukit Gantole Cililin,Cagar Alam,Bandung,0,4.4,45,93
142,"Bekasi,Jawa Barat",29,20-30,404,4,Kenjeran Park,Taman Hiburan,Surabaya,35000,4.2,120,651
142,"Bekasi,Jawa Barat",29,20-30,15,2,Pasar Seni,Pusat Perbelanjaan,Jakarta,0,4.4,90,19
142,"Bekasi,Jawa Barat",29,20-30,331,1,Kyotoku Floating Market,Budaya,Bandung,175000,4.5,150,93
284,"Depok,Jawa Barat",29,20-30,149,2,Goa Cerme,Cagar Alam,Yogyakarta,3000,4.4,90,433
284,"Depok,Jawa Barat",29,20-30,383,1,Taman Tabanas,Taman Hiburan,Semarang,0,4.4,60,407
173,"Bogor,Jawa Barat",29,20-30,20,4,Museum Taman Prasasti,Budaya,Jakarta,2000,4.5,90,47
173,"Bogor,Jawa Barat",29,20-30,214,4,Trans Studio Bandung,Taman Hiburan,Bandung,280000,4.5,240,119
248,"Bogor,Jawa Barat",29,20-30,83,5,Alive Museum Ancol,Taman Hiburan,Jakarta,200000,4.3,,54
173,"Bogor,Jawa Barat",29,20-30,367,2,Wisata Lereng Kelir,Cagar Alam,Semarang,7000,4.3,,422
173,"Bogor,Jawa Barat",29,20-30,109,2,Hutan Pinus Pengger,Taman Hiburan,Yogyakarta,3000,4.5,,447
142,"Bekasi,Jawa Barat",29,20-30,184,1,Pantai Sepanjang,Bahari,Yogyakarta,10000,4.4,120,446
51,"Bogor,Jawa Barat",29,20-30,388,2,Watu Gunung Ungaran,Cagar Alam,Semarang,25000,4.4,,420
81,"Bandung,Jawa Barat",29,20-30,217,1,Kebun Binatang Bandung,Cagar Alam,Bandung,20000,4.0,180,3
248,"Bogor,Jawa Barat",29,20-30,434,2,Taman Bungkul,Taman Hiburan,Surabaya,0,4.6,,680
81,"Bandung,Jawa Barat",29,20-30,419,1,Monumen Tugu Pahlawan,Budaya,Surabaya,0,4.7,30,566
173,"Bogor,Jawa Barat",29,20-30,221,2,Museum Geologi Bandung,Budaya,Bandung,2000,4.6,,116
173,"Bogor,Jawa Barat",29,20-30,378,1,Jembatan Biru Ambarawa,Taman Hiburan,Semarang,0,4.2,60,429
173,"Bogor,Jawa Barat",29,20-30,154,2,Pantai Ngrawe (Mesra),Bahari,Yogyakarta,10000,4.5,,467
142,"Bekasi,Jawa Barat",29,20-30,87,3,Sindu Kusuma Edupark (SKE),Taman Hiburan,Yogyakarta,20000,4.2,120,407
173,"Bogor,Jawa Barat",29,20-30,430,2,Atlantis Land Surabaya,Taman Hiburan,Surabaya,125000,4.4,120,686
248,"Bogor,Jawa Barat",29,20-30,8,2,Ocean Ecopark,Taman Hiburan,Jakarta,180000,4.0,,53
51,"Bogor,Jawa Barat",29,20-30,19,1,Kidzania,Taman Hiburan,Jakarta,185000,4.6,300,41
173,"Bogor,Jawa Barat",29,20-30,436,3,Taman Flora Bratang Surabaya,Taman Hiburan,Surabaya,0,4.6,,682
142,"Bekasi,Jawa Barat",29,20-30,349,2,Wisata Mangrove Tapak,Cagar Alam,Semarang,5000,4.3,90,379
284,"Depok,Jawa Barat",29,20-30,154,4,Pantai Ngrawe (Mesra),Bahari,Yogyakarta,10000,4.5,,457
142,"Bekasi,Jawa Barat",29,20-30,366,1,Tirto Argo Siwarak,Taman Hiburan,Semarang,20000,4.4,150,389
284,"Depok,Jawa Barat",29,20-30,110,2,Monumen Serangan Umum 1 Maret,Taman Hiburan,Yogyakarta,3000,4.6,,424
248,"Bogor,Jawa Barat",29,20-30,27,2,Sea World,Taman Hiburan,Jakarta,115000,4.5,180,53
142,"Bekasi,Jawa Barat",29,20-30,169,1,Puncak Segoro,Cagar Alam,Yogyakarta,5000,4.2,90,434
51,"Bogor,Jawa Barat",29,20-30,277,3,Peta Park,Taman Hiburan,Bandung,15000,4.3,,114
81,"Bandung,Jawa Barat",29,20-30,427,4,Patung Buddha Empat Rupa,Budaya,Surabaya,0,4.3,,573
284,"Depok,Jawa Barat",29,20-30,153,2,Pantai Kukup,Bahari,Yogyakarta,10000,4.0,,457
81,"Bandung,Jawa Barat",29,20-30,266,1,Caringin Tilu,Cagar Alam,Bandung,0,4.4,,8
173,"Bogor,Jawa Barat",29,20-30,118,5,Museum Sonobudoyo Unit I,Budaya,Yogyakarta,5000,4.6,120,435
81,"Bandung,Jawa Barat",29,20-30,302,4,Masjid Pusdai,Tempat Ibadah,Bandung,0,4.7,,2
284,"Depok,Jawa Barat",29,20-30,437,5,Gereja Perawan Maria Tak Berdosa Surabaya,Tempat Ibadah,Surabaya,10000,4.8,,663
142,"Bekasi,Jawa Barat",29,20-30,244,1,Kampung Batu Malakasari,Taman Hiburan,Bandung,10000,4.1,,107
284,"Depok,Jawa Barat",29,20-30,244,1,Kampung Batu Malakasari,Taman Hiburan,Bandung,10000,4.1,,112
142,"Bekasi,Jawa Barat",29,20-30,375,4,Kota Lama Semarang,Budaya,Semarang,0,4.7,90,388
142,"Bekasi,Jawa Barat",29,20-30,377,4,La Kana Chapel,Taman Hiburan,Semarang,35000,4.5,,388
248,"Bogor,Jawa Barat",29,20-30,243,5,Kampung Korea Bandung,Budaya,Bandung,15000,4.1,,119
142,"Bekasi,Jawa Barat",29,20-30,26,3,Pecinan Glodok,Pusat Perbelanjaan,Jakarta,0,4.3,20,24
142,"Bekasi,Jawa Barat",29,20-30,19,3,Kidzania,Taman Hiburan,Jakarta,185000,4.6,300,20
173,"Bogor,Jawa Barat",29,20-30,77,5,Taman Hutan Tebet,Taman Hiburan,Jakarta,0,4.4,60,43
81,"Bandung,Jawa Barat",29,20-30,219,2,Tebing Karaton,Cagar Alam,Bandung,15000,4.5,,10
284,"Depok,Jawa Barat",29,20-30,411,5,Masjid Muhammad Cheng Hoo,Tempat Ibadah,Surabaya,0,4.7,,664
173,"Bogor,Jawa Barat",29,20-30,250,5,Pesona Nirwana Waterpark & Cottages,Taman Hiburan,Bandung,50000,4.1,,113
173,"Bogor,Jawa Barat",29,20-30,367,4,Wisata Lereng Kelir,Cagar Alam,Semarang,7000,4.3,,422
142,"Bekasi,Jawa Barat",29,20-30,51,3,Jakarta Planetarium,Taman Hiburan,Jakarta,12000,4.1,120,18
51,"Bogor,Jawa Barat",29,20-30,313,2,Taman Begonia,Cagar Alam,Bandung,10000,4.4,90,116
173,"Bogor,Jawa Barat",29,20-30,239,2,Lembang Park & Zoo,Cagar Alam,Bandung,50000,4.5,210,110
81,"Bandung,Jawa Barat",29,20-30,257,3,Monumen Bandung Lautan Api,Budaya,Bandung,0,4.3,,2
284,"Depok,Jawa Barat",29,20-30,345,5,Kampoeng Djadhoel Semarang,Budaya,Semarang,10000,4.7,,407
81,"Bandung,Jawa Barat",29,20-30,378,5,Jembatan Biru Ambarawa,Taman Hiburan,Semarang,0,4.2,60,315
142,"Bekasi,Jawa Barat",29,20-30,116,1,Jurang Tembelan Kanigoro,Taman Hiburan,Yogyakarta,2500,4.5,45,423
51,"Bogor,Jawa Barat",29,20-30,421,5,Museum Kesehatan Dr. Adhyatma,Budaya,Surabaya,10000,4.4,,678
173,"Bogor,Jawa Barat",29,20-30,228,1,Museum Sri Baduga,Budaya,Bandung,3000,4.5,,116
51,"Bogor,Jawa Barat",29,20-30,176,2,Museum Gunung Merapi,Budaya,Yogyakarta,10000,4.4,60,435
81,"Bandung,Jawa Barat",29,20-30,286,3,Roemah Seni Sarasvati,Budaya,Bandung,0,4.4,,2
248,"Bogor,Jawa Barat",29,20-30,39,4,Museum Macan (Modern and Contemporary Art in Nusantara),Budaya,Jakarta,100000,4.5,120,43
173,"Bogor,Jawa Barat",29,20-30,123,3,Kampung Wisata Rejowinangun,Budaya,Yogyakarta,0,4.3,,439
142,"Bekasi,Jawa Barat",29,20-30,106,4,Kawasan Malioboro,Taman Hiburan,Yogyakarta,0,4.8,,410
173,"Bogor,Jawa Barat",29,20-30,275,1,Curug Cipanas,Cagar Alam,Bandung,20000,3.9,180,110
81,"Bandung,Jawa Barat",29,20-30,173,2,Pantai Nglambor,Bahari,Yogyakarta,10000,4.4,,365
81,"Bandung,Jawa Barat",29,20-30,125,1,Alun-alun Utara Keraton Yogyakarta,Budaya,Yogyakarta,0,4.6,60,318
51,"Bogor,Jawa Barat",29,20-30,16,1,Jembatan Kota Intan,Budaya,Jakarta,0,4.3,,51
248,"Bogor,Jawa Barat",29,20-30,37,4,Bumi Perkemahan Cibubur,Taman Hiburan,Jakarta,10000,4.5,,36
284,"Depok,Jawa Barat",29,20-30,285,3,Taman Sejarah Bandung,Budaya,Bandung,0,4.6,45,106
284,"Depok,Jawa Barat",29,20-30,424,2,Pantai Ria Kenjeran,Bahari,Surabaya,15000,4.2,45,670
142,"Bekasi,Jawa Barat",29,20-30,294,1,Taman Film,Budaya,Bandung,0,4.3,90,98
142,"Bekasi,Jawa Barat",29,20-30,268,2,Sudut Pandang Bandung,Taman Hiburan,Bandung,50000,4.6,150,95
173,"Bogor,Jawa Barat",29,20-30,344,1,Pantai Marina,Bahari,Semarang,3000,4.1,,418
173,"Bogor,Jawa Barat",29,20-30,206,3,Wisata Kaliurang,Cagar Alam,Yogyakarta,8000,4.4,60,435
142,"Bekasi,Jawa Barat",29,20-30,366,2,Tirto Argo Siwarak,Taman Hiburan,Semarang,20000,4.4,150,389
248,"Bogor,Jawa Barat",29,20-30,86,4,Keraton Yogyakarta,Budaya,Yogyakarta,15000,4.6,,435
248,"Bogor,Jawa Barat",29,20-30,305,3,Sunrise Point Cukul,Cagar Alam,Bandung,10000,4.6,,125
51,"Bogor,Jawa Barat",29,20-30,417,4,Klenteng Sanggar Agung,Budaya,Surabaya,10000,4.5,,686
284,"Depok,Jawa Barat",29,20-30,121,5,Candi Prambanan,Budaya,Yogyakarta,50000,4.7,,435
142,"Bekasi,Jawa Barat",29,20-30,320,3,Pemandian Air Panas Cimanggu,Cagar Alam,Bandung,23000,3.9,60,107
81,"Bandung,Jawa Barat",29,20-30,360,5,Air Terjun Kali Pancur,Cagar Alam,Semarang,5000,4.1,,313
173,"Bogor,Jawa Barat",29,20-30,383,2,Taman Tabanas,Taman Hiburan,Semarang,0,4.4,60,422
51,"Bogor,Jawa Barat",29,20-30,355,4,Umbul Sidomukti,Cagar Alam,Semarang,75000,4.6,,419
173,"Bogor,Jawa Barat",29,20-30,177,4,Pantai Parangtritis,Bahari,Yogyakarta,10000,4.5,,440
81,"Bandung,Jawa Barat",29,20-30,79,3,Taman Spathodea,Taman Hiburan,Jakarta,0,4.6,30,110
284,"Depok,Jawa Barat",29,20-30,188,5,Pantai Sadranan,Bahari,Yogyakarta,10000,4.6,,463
248,"Bogor,Jawa Barat",29,20-30,127,2,Blue Lagoon Jogja,Taman Hiburan,Yogyakarta,10000,4.3,,441
142,"Bekasi,Jawa Barat",29,20-30,436,5,Taman Flora Bratang Surabaya,Taman Hiburan,Surabaya,0,4.6,,648
284,"Depok,Jawa Barat",29,20-30,410,2,Ciputra Waterpark,Taman Hiburan,Surabaya,95000,4.3,90,652
173,"Bogor,Jawa Barat",29,20-30,50,2,Museum Joang 45,Budaya,Jakarta,2000,4.0,,47
142,"Bekasi,Jawa Barat",29,20-30,204,5,Desa Wisata Pulesari,Taman Hiburan,Yogyakarta,0,4.4,,403
248,"Bogor,Jawa Barat",29,20-30,372,1,Gua Maria Kerep Ambarawa,Cagar Alam,Semarang,2000,4.8,,423
51,"Bogor,Jawa Barat",29,20-30,74,2,Museum Tengah Kebun,Budaya,Jakarta,0,4.6,120,38
51,"Bogor,Jawa Barat",29,20-30,268,5,Sudut Pandang Bandung,Taman Hiburan,Bandung,50000,4.6,150,114
173,"Bogor,Jawa Barat",29,20-30,352,2,GPIB Immanuel Semarang (Gereja Blenduk),Tempat Ibadah,Semarang,0,4.6,,422
142,"Bekasi,Jawa Barat",29,20-30,135,2,Kawasan Wisata Sosrowijayan,Pusat Perbelanjaan,Yogyakarta,0,4.0,,409
284,"Depok,Jawa Barat",29,20-30,273,3,Curug Bugbrug,Cagar Alam,Bandung,7500,4.3,120,97
51,"Bogor,Jawa Barat",29,20-30,220,3,Dusun Bambu,Taman Hiburan,Bandung,25000,4.5,,108
284,"Depok,Jawa Barat",29,20-30,158,4,Pantai Pok Tunggal,Bahari,Yogyakarta,10000,4.5,,465
248,"Bogor,Jawa Barat",29,20-30,41,4,Museum Bahari Jakarta,Budaya,Jakarta,2000,4.4,120,51
81,"Bandung,Jawa Barat",29,20-30,6,2,Taman Impian Jaya Ancol,Taman Hiburan,Jakarta,25000,4.5,10,122
142,"Bekasi,Jawa Barat",29,20-30,19,1,Kidzania,Taman Hiburan,Jakarta,185000,4.6,300,20
216,"Cirebon,Jawa Barat",28,20-30,435,1,Taman Air Mancur Menari Kenjeran,Taman Hiburan,Surabaya,0,4.4,45,477
196,"Bekasi,Jawa Barat",28,20-30,24,4,Museum Nasional,Budaya,Jakarta,5000,4.6,,21
100,"Bogor,Jawa Barat",28,20-30,274,4,Babakan Siliwangi City Forest Path Bandung,Cagar Alam,Bandung,0,4.6,,115
53,"Subang,Jawa Barat",28,20-30,286,2,Roemah Seni Sarasvati,Budaya,Bandung,0,4.4,,44
100,"Bogor,Jawa Barat",28,20-30,415,1,Museum De Javasche Bank,Budaya,Surabaya,5000,4.6,60,678
53,"Subang,Jawa Barat",28,20-30,65,4,Museum Basoeki Abdullah,Budaya,Jakarta,1000,4.6,90,111
137,"Bandung,Jawa Barat",28,20-30,428,5,Monumen Bambu Runcing Surabaya,Budaya,Surabaya,0,4.6,15,567
247,"Bekasi,Jawa Barat",28,20-30,388,1,Watu Gunung Ungaran,Cagar Alam,Semarang,25000,4.4,,388
53,"Subang,Jawa Barat",28,20-30,103,2,Tugu Pal Putih Jogja,Taman Hiburan,Yogyakarta,0,4.7,15,318
137,"Bandung,Jawa Barat",28,20-30,258,3,Museum Gedung Sate,Budaya,Bandung,5000,4.6,,2
137,"Bandung,Jawa Barat",28,20-30,321,5,Glamping Lakeside Rancabali,Taman Hiburan,Bandung,30000,4.4,,40
216,"Cirebon,Jawa Barat",28,20-30,351,2,Old City 3D Trick Art Museum,Budaya,Semarang,50000,4.4,,218
196,"Bekasi,Jawa Barat",28,20-30,13,1,Pulau Pramuka,Bahari,Jakarta,5000,4.2,,71
137,"Bandung,Jawa Barat",28,20-30,98,2,Taman Pelangi Yogyakarta,Taman Hiburan,Yogyakarta,15000,4.3,60,317
224,"Bogor,Jawa Barat",28,20-30,299,4,Sendang Geulis Kahuripan,Cagar Alam,Bandung,10000,4.3,120,96
216,"Cirebon,Jawa Barat",28,20-30,377,4,La Kana Chapel,Taman Hiburan,Semarang,35000,4.5,,217
216,"Cirebon,Jawa Barat",28,20-30,42,3,Museum Seni Rupa dan Kramik,Budaya,Jakarta,5000,4.4,,194
137,"Bandung,Jawa Barat",28,20-30,185,3,Pantai Krakal,Bahari,Yogyakarta,10000,4.5,,356
196,"Bekasi,Jawa Barat",28,20-30,318,3,Situ Patenggang,Cagar Alam,Bandung,20000,4.5,,108
216,"Cirebon,Jawa Barat",28,20-30,299,1,Sendang Geulis Kahuripan,Cagar Alam,Bandung,10000,4.3,120,110
53,"Subang,Jawa Barat",28,20-30,102,1,Monumen Batik Yogyakarta,Budaya,Yogyakarta,40000,4.5,15,319
196,"Bekasi,Jawa Barat",28,20-30,216,5,Farm House Susu Lembang,Taman Hiburan,Bandung,30000,4.4,,93
247,"Bekasi,Jawa Barat",28,20-30,49,1,Galeri Indonesia Kaya,Budaya,Jakarta,0,4.8,90,20
224,"Bogor,Jawa Barat",28,20-30,243,4,Kampung Korea Bandung,Budaya,Bandung,15000,4.1,,119
100,"Bogor,Jawa Barat",28,20-30,298,2,Gunung Lalakon,Cagar Alam,Bandung,0,4.8,,108
196,"Bekasi,Jawa Barat",28,20-30,336,2,Grand Maerakaca,Taman Hiburan,Semarang,15000,4.4,,384
224,"Bogor,Jawa Barat",28,20-30,354,5,Semarang Contemporary Art Gallery,Budaya,Semarang,10000,4.6,90,422
279,"Bandung,Jawa Barat",28,20-30,402,1,Food Junction Grand Pakuwon,Pusat Perbelanjaan,Surabaya,0,4.5,120,558
53,"Subang,Jawa Barat",28,20-30,43,2,The Escape Hunt,Taman Hiburan,Jakarta,70000,4.4,120,110
53,"Subang,Jawa Barat",28,20-30,207,1,Heha Sky View,Taman Hiburan,Yogyakarta,15000,4.4,120,332
